Simulation Data generated by HPSim Mar-23-2005 21:35:23;
Count/ Steps;Time/ ms;P9;Pegel;Einsatzstoff;Ventil 02;Antrieb Rührer;LIS 02;Dampf;Kühlwasser;Heizung;Kühlung;TIS 01;TIS 02;Temperatur;P115;P116;P117;P118;P119;P120;P121;P122;P123;P124;Start;Automatik ein;Füllen;Reaktion;Kühlen;Leeren;Heizen;UV 02 auf;M 01 ein;UV 03 auf;UV 02 zu;UV 03 zu;UV 01 auf;UV 01 zu;M 01 aus;UV 04 auf;UV 04 zu;P75;P77;P79;P80;P82;P84;Zyklusende;Zyklusanfang;P87;LIS 01;LIS 02;TIS 02;TIS 01;P92;Stop;LIS 01;
9775;4252;1;529947;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9776;4253;1;529947;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9777;4253;1;529164;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9778;4254;1;529164;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9779;4254;1;528381;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9780;4255;1;528381;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9781;4255;1;527598;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9782;4255;1;527598;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9783;4255;1;527598;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9784;4256;1;527598;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9785;4256;1;526815;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9786;4257;1;526815;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9787;4257;1;526032;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9788;4258;1;526032;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9789;4258;1;525249;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9790;4259;1;525249;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9791;4259;1;524466;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9792;4260;1;524466;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9793;4260;1;523683;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9794;4260;1;523683;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9795;4260;1;523683;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9796;4261;1;523683;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9797;4261;1;522900;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9798;4262;1;522900;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9799;4262;1;522117;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9800;4263;1;522117;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9801;4263;1;521334;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9802;4264;1;521334;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9803;4264;1;520551;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9804;4265;1;520551;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9805;4265;1;519768;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9806;4265;1;519768;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9807;4265;1;519768;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9808;4266;1;519768;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9809;4266;1;518985;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9810;4267;1;518985;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9811;4267;1;518202;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9812;4268;1;518202;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9813;4268;1;517419;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9814;4269;1;517419;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9815;4269;1;516636;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9816;4270;1;516636;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9817;4270;1;515853;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9818;4270;1;515853;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9819;4270;1;515853;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9820;4271;1;515853;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9821;4271;1;515070;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9822;4272;1;515070;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9823;4272;1;514287;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9824;4273;1;514287;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9825;4273;1;513504;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9826;4274;1;513504;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9827;4274;1;512721;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9828;4275;1;512721;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9829;4275;1;511938;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9830;4275;1;511938;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9831;4275;1;511938;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9832;4276;1;511938;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9833;4276;1;511155;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9834;4277;1;511155;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9835;4277;1;510372;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9836;4278;1;510372;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9837;4278;1;509589;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9838;4279;1;509589;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9839;4279;1;508806;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9840;4280;1;508806;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9841;4280;1;508023;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9842;4280;1;508023;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9843;4280;1;508023;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9844;4281;1;508023;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9845;4281;1;507240;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9846;4282;1;507240;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9847;4282;1;506457;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9848;4283;1;506457;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9849;4283;1;505674;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9850;4284;1;505674;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9851;4284;1;504891;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9852;4285;1;504891;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9853;4285;1;504108;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9854;4285;1;504108;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9855;4285;1;504108;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9856;4286;1;504108;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9857;4286;1;503325;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9858;4287;1;503325;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9859;4287;1;502542;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9860;4288;1;502542;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9861;4288;1;501759;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9862;4289;1;501759;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9863;4289;1;500976;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9864;4290;1;500976;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9865;4290;1;500193;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9866;4290;1;500193;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9867;4290;1;500193;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9868;4291;1;500193;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9869;4291;1;499410;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9870;4292;1;499410;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9871;4292;1;498627;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9872;4293;1;498627;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9873;4293;1;497844;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9874;4294;1;497844;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9875;4294;1;497061;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9876;4295;1;497061;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9877;4295;1;496278;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
9878;4295;1;496278;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
9879;4295;1;496278;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9880;4296;1;496278;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9881;4296;1;495495;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9882;4297;1;495495;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9883;4297;1;494712;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9884;4298;1;494712;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9885;4298;1;493929;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
9886;4299;1;493929;1;0;0;0;1;1;0;0;0;0;2700;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
